,target_market,score,cover_image,sugar_result,fiber_result,sodium_result,sugar_per_serving,fiber_per_serving,sodium_per_serving,calories_per_serving,serving_size,index,url,sugar_result_perc,fiber_result_perc,calories_result_ratio,file_name,cropped_path
188,Adult,52,http://cerealfacts.org/media/cereal_images/NPFlaxPlusMultibranFlakes.jpg,17%,23%,633,5,7,190,100,30,189,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=189,17,23,3.33333333333,img_189_npflaxplusmultibranflakes.jpg,../img/cropped/img_189_npflaxplusmultibranflakes_cropped.png
189,Adult,58,http://cerealfacts.org/media/cereal_images/NPFlaxPlusRedberryCrunch.jpg,18%,9%,291,10,5,160,210,55,190,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=190,18,9,3.81818181818,img_190_npflaxplusredberrycrunch.jpg,../img/cropped/img_190_npflaxplusredberrycrunch_cropped.png
190,Adult,56,http://cerealfacts.org/media/cereal_images/NPFlaxPlusMaplePecanCrunch.jpg,18%,9%,345,10,5,190,220,55,191,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=191,18,9,4.0,img_191_npflaxplusmaplepecancrunch.jpg,../img/cropped/img_191_npflaxplusmaplepecancrunch_cropped.png
191,Adult,56,http://cerealfacts.org/media/cereal_images/NPFlaxPlusPumpkinRaisinCrunch.jpg,24%,13%,273,13,7,150,210,55,192,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=192,24,13,3.81818181818,img_192_npflaxpluspumpkinraisincrunch.jpg,../img/cropped/img_192_npflaxpluspumpkinraisincrunch_cropped.png
192,Adult,58,http://cerealfacts.org/media/cereal_images/NPFlaxPlusRaisinBranFlakes.jpg,22%,15%,345,12,8,190,190,55,193,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=193,22,15,3.45454545455,img_193_npflaxplusraisinbranflakes.jpg,../img/cropped/img_193_npflaxplusraisinbranflakes_cropped.png
193,Adult,58,http://cerealfacts.org/media/cereal_images/NPHeritageCrunch.jpg,11%,11%,382,6,6,210,230,55,194,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=194,11,11,4.18181818182,img_194_npheritagecrunch.jpg,../img/cropped/img_194_npheritagecrunch_cropped.png
194,Adult,54,http://cerealfacts.org/media/cereal_images/NPSunriseCrunchyMaple.jpg,23%,10%,433,7,3,130,110,30,195,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=195,23,10,3.66666666667,img_195_npsunrisecrunchymaple.jpg,../img/cropped/img_195_npsunrisecrunchymaple_cropped.png
195,Adult,54,http://cerealfacts.org/media/cereal_images/NPSunriseCrunchyVanilla.jpg,23%,10%,433,7,3,130,110,30,196,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=196,23,10,3.66666666667,img_196_npsunrisecrunchyvanilla.jpg,../img/cropped/img_196_npsunrisecrunchyvanilla_cropped.png
196,Adult,68,http://cerealfacts.org/media/cereal_images/NPCrispyRiceCereal.jpg,7%,7%,533,2,2,160,110,30,197,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=197,7,7,3.66666666667,img_197_npcrispyricecereal.jpg,../img/cropped/img_197_npcrispyricecereal_cropped.png
197,Adult,58,http://cerealfacts.org/media/cereal_images/NPFruitJuiceSweetenedCornFlakes.jpg,10%,0%,417,3,0,125,120,30,198,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=198,10,0,4.0,img_198_npfruitjuicesweetenedcornflakes.jpg,../img/cropped/img_198_npfruitjuicesweetenedcornflakes_cropped.png
198,Family,44,http://cerealfacts.org/media/cereal_images/PostAlphaBits.jpg,36%,7%,643,10,2,180,110,28,199,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=199,36,7,3.92857142857,img_199_postalphabits.jpg,../img/cropped/img_199_postalphabits_cropped.png
199,Adult,54,http://cerealfacts.org/media/cereal_images/PostBranFlakes.jpg,17%,17%,600,5,5,180,100,30,200,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=200,17,17,3.33333333333,img_200_postbranflakes.jpg,../img/cropped/img_200_postbranflakes_cropped.png
200,Family,46,http://cerealfacts.org/media/cereal_images/PostGoldenCrisp.jpg,52%,4%,93,14,1,25,110,27,201,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=201,52,4,4.07407407407,img_201_postgoldencrisp.jpg,../img/cropped/img_201_postgoldencrisp_cropped.png
201,Adult,58,http://cerealfacts.org/media/cereal_images/PostGrapeNutsFlakes.jpg,14%,10%,431,4,3,125,110,29,202,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=202,14,10,3.79310344828,img_202_postgrapenutsflakes.jpg,../img/cropped/img_202_postgrapenutsflakes_cropped.png
202,Adult,70,http://cerealfacts.org/media/cereal_images/PostGrapeNutsRegular.jpg,9%,12%,500,5,7,290,200,58,203,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=203,9,12,3.44827586207,img_203_postgrapenutsregular.jpg,../img/cropped/img_203_postgrapenutsregular_cropped.png
203,Adult,54,http://cerealfacts.org/media/cereal_images/PostHBOHoneyRoasted.jpg,20%,7%,467,6,2,140,120,30,204,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=204,20,7,4.0,img_204_posthbohoneyroasted.jpg,../img/cropped/img_204_posthbohoneyroasted_cropped.png
204,Adult,54,http://cerealfacts.org/media/cereal_images/PostHBOWithAlmonds.jpg,19%,6%,422,6,2,135,130,32,205,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=205,19,6,4.0625,img_205_posthbowithalmonds.jpg,../img/cropped/img_205_posthbowithalmonds_cropped.png
205,Adult,54,http://cerealfacts.org/media/cereal_images/PostHBOWithCinnamonClusters.jpg,20%,7%,500,6,2,150,120,30,206,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=206,20,7,4.0,img_206_posthbowithcinnamonclusters.jpg,../img/cropped/img_206_posthbowithcinnamonclusters_cropped.png
206,Adult,54,http://cerealfacts.org/media/cereal_images/PostHBOWithRealStrawberries.jpg,26%,6%,403,8,2,125,120,31,207,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=207,26,6,3.87096774194,img_207_posthbowithrealstrawberries.jpg,../img/cropped/img_207_posthbowithrealstrawberries_cropped.png
207,Adult,58,http://cerealfacts.org/media/cereal_images/PostHBOWithVanillaClusters.jpg,21%,7%,304,12,4,170,220,56,208,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=208,21,7,3.92857142857,img_208_posthbowithvanillaclusters.jpg,../img/cropped/img_208_posthbowithvanillaclusters_cropped.png
208,Adult,48,http://cerealfacts.org/media/cereal_images/PostHBOWithPecanBunches.jpg,21%,3%,483,6,1,140,120,29,209,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=209,21,3,4.13793103448,img_209_posthbowithpecanbunches.jpg,../img/cropped/img_209_posthbowithpecanbunches_cropped.png
209,Adult,54,http://cerealfacts.org/media/cereal_images/PostHBORaisinMedley.jpg,27%,4%,346,14,2,180,200,52,210,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=210,27,4,3.84615384615,img_210_posthboraisinmedley.jpg,../img/cropped/img_210_posthboraisinmedley_cropped.png
210,Adult,58,http://cerealfacts.org/media/cereal_images/PostHBOJustBunchesHoneyRoasted.jpg,25%,7%,140,14,4,80,250,57,211,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=211,25,7,4.38596491228,img_211_posthbojustbuncheshoneyroasted.jpg,../img/cropped/img_211_posthbojustbuncheshoneyroasted_cropped.png
211,Child,40,http://cerealfacts.org/media/cereal_images/PostHoneyCombRegular.jpg,31%,3%,562,10,1,180,130,32,212,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=212,31,3,4.0625,img_212_posthoneycombregular.jpg,../img/cropped/img_212_posthoneycombregular_cropped.png
212,Child,26,http://cerealfacts.org/media/cereal_images/PostPebblesCocoa.jpg,37%,0%,633,11,0,190,120,30,213,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=213,37,0,4.0,img_213_postpebblescocoa.jpg,../img/cropped/img_213_postpebblescocoa_cropped.png
213,Child,26,http://cerealfacts.org/media/cereal_images/PostPebblesFruity.jpg,37%,0%,633,11,0,190,120,30,214,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=214,37,0,4.0,img_214_postpebblesfruity.jpg,../img/cropped/img_214_postpebblesfruity_cropped.png
214,Child,50,http://cerealfacts.org/media/cereal_images/PostPebblesBouldersChocolatePeanutButter.jpg,30%,7%,296,8,2,80,110,27,215,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=215,30,7,4.07407407407,img_215_postpebblesboulderschocolatepeanutbutter.jpg,../img/cropped/img_215_postpebblesboulderschocolatepeanutbutter_cropped.png
215,Child,28,http://cerealfacts.org/media/cereal_images/PostPebblesMarshmallow.jpg,37%,0%,667,10,0,180,110,27,216,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=216,37,0,4.07407407407,img_216_postpebblesmarshmallow.jpg,../img/cropped/img_216_postpebblesmarshmallow_cropped.png
216,Family,50,http://cerealfacts.org/media/cereal_images/PostRaisinBran.jpg,32%,14%,424,19,8,250,190,59,217,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=217,32,14,3.22033898305,img_217_postraisinbran.jpg,../img/cropped/img_217_postraisinbran_cropped.png
217,Adult,48,http://cerealfacts.org/media/cereal_images/PostSelectsBlueberryMorning.jpg,29%,4%,382,16,2,210,220,55,218,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=218,29,4,4.0,img_218_postselectsblueberrymorning.jpg,../img/cropped/img_218_postselectsblueberrymorning_cropped.png
218,Adult,56,http://cerealfacts.org/media/cereal_images/PostSelectsMaplePecanCrunch.jpg,23%,8%,240,12,4,125,210,52,219,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=219,23,8,4.03846153846,img_219_postselectsmaplepecancrunch.jpg,../img/cropped/img_219_postselectsmaplepecancrunch_cropped.png
219,Adult,58,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsCranberryAlmondCrunch.jpg,25%,10%,219,12,5,105,180,48,220,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=220,25,10,3.75,img_220_postselectsgreatgrainscranberryalmondcrunch.jpg,../img/cropped/img_220_postselectsgreatgrainscranberryalmondcrunch_cropped.png
220,Adult,58,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsCrunchyPecans.jpg,15%,10%,288,8,5,150,210,52,221,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=221,15,10,4.03846153846,img_221_postselectsgreatgrainscrunchypecans.jpg,../img/cropped/img_221_postselectsgreatgrainscrunchypecans_cropped.png
221,Adult,58,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsRaisinDatePecan.jpg,24%,9%,245,13,5,135,210,55,222,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=222,24,9,3.81818181818,img_222_postselectsgreatgrainsraisindatepecan.jpg,../img/cropped/img_222_postselectsgreatgrainsraisindatepecan_cropped.png
222,Adult,56,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsBananaNutCrunch.jpg,19%,12%,237,11,7,140,240,59,223,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=223,19,12,4.06779661017,img_223_postselectsgreatgrainsbanananutcrunch.jpg,../img/cropped/img_223_postselectsgreatgrainsbanananutcrunch_cropped.png
223,Adult,82,http://cerealfacts.org/media/cereal_images/PostShreddedWheatOriginal.jpg,0%,13%,0,0,6,0,160,47,224,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=224,0,13,3.40425531915,img_224_postshreddedwheatoriginal.jpg,../img/cropped/img_224_postshreddedwheatoriginal_cropped.png
224,Adult,72,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeHoneyNut.jpg,20%,10%,102,12,6,60,220,59,225,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=225,20,10,3.72881355932,img_225_postshreddedwheatspoonsizehoneynut.jpg,../img/cropped/img_225_postshreddedwheatspoonsizehoneynut_cropped.png
225,Adult,82,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeOriginal.jpg,0%,12%,0,0,6,0,170,49,226,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=226,0,12,3.4693877551,img_226_postshreddedwheatspoonsizeoriginal.jpg,../img/cropped/img_226_postshreddedwheatspoonsizeoriginal_cropped.png
226,Adult,82,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeWheatNBran.jpg,0%,15%,0,0,9,0,200,59,227,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=227,0,15,3.38983050847,img_227_postshreddedwheatspoonsizewheatnbran.jpg,../img/cropped/img_227_postshreddedwheatspoonsizewheatnbran_cropped.png
227,Adult,74,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeLightlyFrosted.jpg,21%,11%,0,12,6,0,200,56,228,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=228,21,11,3.57142857143,img_228_postshreddedwheatspoonsizelightlyfrosted.jpg,../img/cropped/img_228_postshreddedwheatspoonsizelightlyfrosted_cropped.png
228,Family,44,http://cerealfacts.org/media/cereal_images/PostWaffleCrisp.jpg,40%,3%,383,12,1,115,120,30,229,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=229,40,3,4.0,img_229_postwafflecrisp.jpg,../img/cropped/img_229_postwafflecrisp_cropped.png
229,Adult,56,http://cerealfacts.org/media/cereal_images/PeaceFrenchVanillaGranola.jpg,27%,5%,127,15,3,70,240,55,230,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=230,27,5,4.36363636364,img_230_peacefrenchvanillagranola.jpg,../img/cropped/img_230_peacefrenchvanillagranola_cropped.png
230,Adult,58,http://cerealfacts.org/media/cereal_images/PeaceGoldenHoneyGranola.jpg,18%,7%,218,10,4,120,240,55,231,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=231,18,7,4.36363636364,img_231_peacegoldenhoneygranola.jpg,../img/cropped/img_231_peacegoldenhoneygranola_cropped.png
231,Adult,46,http://cerealfacts.org/media/cereal_images/PeaceMangoPassion.jpg,18%,4%,600,10,2,330,230,55,232,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=232,18,4,4.18181818182,img_232_peacemangopassion.jpg,../img/cropped/img_232_peacemangopassion_cropped.png
232,Adult,54,http://cerealfacts.org/media/cereal_images/PeaceMaplePecan.jpg,20%,5%,400,11,3,220,240,55,233,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=233,20,5,4.36363636364,img_233_peacemaplepecan.jpg,../img/cropped/img_233_peacemaplepecan_cropped.png
233,Adult,54,http://cerealfacts.org/media/cereal_images/PeaceRasberryGinger.jpg,22%,5%,418,12,3,230,230,55,234,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=234,22,5,4.18181818182,img_234_peacerasberryginger.jpg,../img/cropped/img_234_peacerasberryginger_cropped.png
234,Adult,54,http://cerealfacts.org/media/cereal_images/PeaceVanillaAlmond.jpg,20%,5%,382,11,3,210,240,55,235,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=235,20,5,4.36363636364,img_235_peacevanillaalmond.jpg,../img/cropped/img_235_peacevanillaalmond_cropped.png
235,Adult,56,http://cerealfacts.org/media/cereal_images/PeaceWildBerryCrisp.jpg,13%,5%,600,7,3,330,220,55,236,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=236,13,5,4.0,img_236_peacewildberrycrisp.jpg,../img/cropped/img_236_peacewildberrycrisp_cropped.png
236,Adult,58,http://cerealfacts.org/media/cereal_images/PeaceCherryAlmond.jpg,24%,5%,136,13,3,75,240,55,237,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=237,24,5,4.36363636364,img_237_peacecherryalmond.jpg,../img/cropped/img_237_peacecherryalmond_cropped.png
237,Adult,70,http://cerealfacts.org/media/cereal_images/PeaceHeartyRaisinBran.jpg,16%,15%,309,9,8,170,190,55,238,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=238,16,15,3.45454545455,img_238_peaceheartyraisinbran.jpg,../img/cropped/img_238_peaceheartyraisinbran_cropped.png
238,Adult,70,http://cerealfacts.org/media/cereal_images/PeaceGojiBerry.jpg,13%,9%,345,7,5,190,210,55,239,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=239,13,9,3.81818181818,img_239_peacegojiberry.jpg,../img/cropped/img_239_peacegojiberry_cropped.png
239,Adult,70,http://cerealfacts.org/media/cereal_images/PeaceBlueberryPomegranate.jpg,25%,5%,36,14,3,20,240,55,240,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=240,25,5,4.36363636364,img_240_peaceblueberrypomegranate.jpg,../img/cropped/img_240_peaceblueberrypomegranate_cropped.png
240,Adult,52,http://cerealfacts.org/media/cereal_images/PeaceAppleCinnamon.jpg,22%,5%,545,12,3,300,220,55,241,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=241,22,5,4.0,img_241_peaceapplecinnamon.jpg,../img/cropped/img_241_peaceapplecinnamon_cropped.png
241,Adult,52,http://cerealfacts.org/media/cereal_images/PeaceWalnutSpice.jpg,31%,9%,291,17,5,160,230,55,242,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=242,31,9,4.18181818182,img_242_peacewalnutspice.jpg,../img/cropped/img_242_peacewalnutspice_cropped.png
242,Family,32,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchPeanutButterCrunch.jpg,33%,4%,741,9,1,200,110,27,243,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=243,33,4,4.07407407407,img_243_quakercapncrunchpeanutbuttercrunch.jpg,../img/cropped/img_243_quakercapncrunchpeanutbuttercrunch_cropped.png
243,Family,28,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchWithCrunchberries.jpg,42%,4%,731,11,1,190,110,26,244,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=244,42,4,4.23076923077,img_244_quakercapncrunchwithcrunchberries.jpg,../img/cropped/img_244_quakercapncrunchwithcrunchberries_cropped.png
244,Family,28,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchRegular.jpg,44%,4%,741,12,1,200,110,27,245,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=245,44,4,4.07407407407,img_245_quakercapncrunchregular.jpg,../img/cropped/img_245_quakercapncrunchregular_cropped.png
245,Family,38,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchChocolateCrunch.jpg,41%,4%,463,11,1,125,110,27,246,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=246,41,4,4.07407407407,img_246_quakercapncrunchchocolatecrunch.jpg,../img/cropped/img_246_quakercapncrunchchocolatecrunch_cropped.png
246,Family,30,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchOopsAllBerries.jpg,47%,3%,656,15,1,210,130,32,247,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=247,47,3,4.0625,img_247_quakercapncrunchoopsallberries.jpg,../img/cropped/img_247_quakercapncrunchoopsallberries_cropped.png
247,Family,52,http://cerealfacts.org/media/cereal_images/QuakerLifeCinnamon.jpg,25%,6%,469,8,2,150,120,32,248,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=248,25,6,3.75,img_248_quakerlifecinnamon.jpg,../img/cropped/img_248_quakerlifecinnamon_cropped.png
248,Family,52,http://cerealfacts.org/media/cereal_images/QuakerLifeMapleBrownSugar.jpg,25%,6%,469,8,2,150,120,32,249,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=249,25,6,3.75,img_249_quakerlifemaplebrownsugar.jpg,../img/cropped/img_249_quakerlifemaplebrownsugar_cropped.png
249,Family,54,http://cerealfacts.org/media/cereal_images/QuakerLifeRegular.jpg,19%,6%,500,6,2,160,120,32,250,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=250,19,6,3.75,img_250_quakerliferegular.jpg,../img/cropped/img_250_quakerliferegular_cropped.png
250,Adult,58,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaLowfat.jpg,25%,9%,236,14,5,130,210,55,251,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=251,25,9,3.81818181818,img_251_quakernaturalgranolalowfat.jpg,../img/cropped/img_251_quakernaturalgranolalowfat_cropped.png
251,Adult,70,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaOatsHoneyRaisins.jpg,25%,10%,59,13,5,30,210,51,252,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=252,25,10,4.11764705882,img_252_quakernaturalgranolaoatshoneyraisins.jpg,../img/cropped/img_252_quakernaturalgranolaoatshoneyraisins_cropped.png
252,Adult,58,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaAppleCranberryAlmond.jpg,27%,10%,51,13,5,25,200,49,253,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=253,27,10,4.08163265306,img_253_quakernaturalgranolaapplecranberryalmond.jpg,../img/cropped/img_253_quakernaturalgranolaapplecranberryalmond_cropped.png
253,Adult,70,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaOatsHoneyAlmonds.jpg,21%,10%,52,10,5,25,200,48,254,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=254,21,10,4.16666666667,img_254_quakernaturalgranolaoatshoneyalmonds.jpg,../img/cropped/img_254_quakernaturalgranolaoatshoneyalmonds_cropped.png
254,Adult,58,http://cerealfacts.org/media/cereal_images/QuakerOatBranColdCereal.jpg,16%,11%,368,9,6,210,210,57,255,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=255,16,11,3.68421052632,img_255_quakeroatbrancoldcereal.jpg,../img/cropped/img_255_quakeroatbrancoldcereal_cropped.png
255,Adult,70,http://cerealfacts.org/media/cereal_images/QuakerOatmealSquaresBrownSugar.jpg,16%,9%,339,9,5,190,210,56,256,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=256,16,9,3.75,img_256_quakeroatmealsquaresbrownsugar.jpg,../img/cropped/img_256_quakeroatmealsquaresbrownsugar_cropped.png
256,Adult,70,http://cerealfacts.org/media/cereal_images/QuakerOatmealSquaresCinnamon.jpg,16%,9%,339,9,5,190,210,56,257,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=257,16,9,3.75,img_257_quakeroatmealsquarescinnamon.jpg,../img/cropped/img_257_quakeroatmealsquarescinnamon_cropped.png
257,Adult,70,http://cerealfacts.org/media/cereal_images/QuakerOatmealSquaresGoldenMaple.jpg,16%,9%,339,9,5,190,210,56,258,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=258,16,9,3.75,img_258_quakeroatmealsquaresgoldenmaple.jpg,../img/cropped/img_258_quakeroatmealsquaresgoldenmaple_cropped.png
258,Family,58,http://cerealfacts.org/media/cereal_images/QuakerLifeCrunchtimeStrawberry.jpg,19%,19%,281,6,6,90,110,32,259,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=259,19,19,3.4375,img_259_quakerlifecrunchtimestrawberry.jpg,../img/cropped/img_259_quakerlifecrunchtimestrawberry_cropped.png
259,Family,58,http://cerealfacts.org/media/cereal_images/QuakerLifeCrunchtimeAppleCinnamon.jpg,22%,19%,281,7,6,90,110,32,260,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=260,22,19,3.4375,img_260_quakerlifecrunchtimeapplecinnamon.jpg,../img/cropped/img_260_quakerlifecrunchtimeapplecinnamon_cropped.png
